time,ton,thrust,mfr,vl,anomaly_code
2021-08-24 16:00:00.000,0,0.0007542789445664,0.0,0.0,
2021-08-24 16:00:00.010,0,0.0022959605878661,0.0,1.0,
2021-08-24 16:00:00.020,0,-0.0124883028157237,0.0,1.0,
2021-08-24 16:00:00.030,0,0.0055480838263921,0.0,1.0,
2021-08-24 16:00:00.040,0,-0.0026255746364000003,0.0,1.0,
2021-08-24 16:00:00.050,0,4.232111419745362e-05,0.0,1.0,
2021-08-24 16:00:00.060,0,0.0003877372190018,0.0,1.0,
2021-08-24 16:00:00.070,0,-0.0027108811088947,0.0,1.0,
2021-08-24 16:00:00.080,0,0.0010293576496579,0.0,1.0,
2021-08-24 16:00:00.090,0,0.0017987508543053,0.0,0.0,
2021-08-24 16:00:00.100,0,-0.0013426148683873,0.0,0.0,
2021-08-24 16:00:00.110,0,0.0023797762312599,0.0,0.0,
2021-08-24 16:00:00.120,0,-0.0006941290435119999,0.0,0.0,
2021-08-24 16:00:00.130,0,0.0024325298317308,0.0,0.0,
2021-08-24 16:00:00.140,0,-0.0005657258433626,0.0,0.0,
2021-08-24 16:00:00.150,0,0.0019269782482236,0.0,0.0,
2021-08-24 16:00:00.160,0,-0.0006406021437371,0.0,0.0,
2021-08-24 16:00:00.170,0,0.0035358271535512,0.0,0.0,
2021-08-24 16:00:00.180,0,0.0008213661798909,0.0,0.0,
2021-08-24 16:00:00.190,0,-0.0009353856648405,0.0,0.0,
2021-08-24 16:00:00.200,0,0.0002864377667249,0.0,0.0,
2021-08-24 16:00:00.210,0,0.0007659407617627,0.0,0.0,
2021-08-24 16:00:00.220,0,-0.0016443764753458,0.0,0.0,
2021-08-24 16:00:00.230,0,-0.0002294162674211,0.0,0.0,
2021-08-24 16:00:00.240,0,-0.0020757758975851,0.0,0.0,
2021-08-24 16:00:00.250,0,-0.0011161513902787,0.0,0.0,
2021-08-24 16:00:00.260,0,-0.0024826791410067,0.0,0.0,
2021-08-24 16:00:00.270,0,-0.0004998240977269999,0.0,0.0,
2021-08-24 16:00:00.280,0,0.0037789574275469,0.0,0.0,
2021-08-24 16:00:00.290,0,0.0032567960661543,0.0,0.0,
2021-08-24 16:00:00.300,0,-0.0009134472846623,0.0,0.0,
2021-08-24 16:00:00.310,0,-0.0054941456029278,0.0,0.0,
2021-08-24 16:00:00.320,0,0.0019216044647773,0.0,0.0,
2021-08-24 16:00:00.330,0,-0.0020134908004433,0.0,0.0,
2021-08-24 16:00:00.340,0,-0.0033440489215653,0.0,0.0,
2021-08-24 16:00:00.350,0,0.0007199593035881,0.0,0.0,
2021-08-24 16:00:00.360,0,-0.0044687201720974,0.0,0.0,
2021-08-24 16:00:00.370,0,0.0029363268882551,0.0,0.0,
2021-08-24 16:00:00.380,0,0.002094319906539,0.0,0.0,
2021-08-24 16:00:00.390,0,0.0054515682520619,0.0,0.0,
2021-08-24 16:00:00.400,0,-0.0028333457979362,0.0,0.0,
2021-08-24 16:00:00.410,0,0.0045224360634026,0.0,0.0,
2021-08-24 16:00:00.420,0,0.0013897888679146,0.0,0.0,
2021-08-24 16:00:00.430,0,0.0058659996161185,0.0,0.0,
2021-08-24 16:00:00.440,0,-0.0049346898274081,0.0,0.0,
2021-08-24 16:00:00.450,0,0.0011459477812983,0.0,0.0,
2021-08-24 16:00:00.460,0,-0.0013549518471778,0.0,0.0,
2021-08-24 16:00:00.470,0,0.0012564404949449,0.0,0.0,
2021-08-24 16:00:00.480,0,0.0026572168185545,0.0,0.0,
2021-08-24 16:00:00.490,0,-0.0065490957555789,0.0,0.0,
2021-08-24 16:00:00.500,0,0.0071914981415658,0.0,0.0,
2021-08-24 16:00:00.510,0,0.0109262689542423,0.0,0.0,
2021-08-24 16:00:00.520,0,-0.0001876061340811,0.0,0.0,
2021-08-24 16:00:00.530,0,0.0018013832609734,0.0,0.0,
2021-08-24 16:00:00.540,0,-0.0033476313179097,0.0,0.0,
2021-08-24 16:00:00.550,0,-0.0012802697183242,0.0,0.0,
