time,ton,thrust,mfr,vl,anomaly_code,uv_360nm
2021-03-01 20:00:00.000,0,0.0045205834278179,0.0,0.0,,15.917271543417204
2021-03-01 20:00:00.010,0,-0.0049438075457476,0.0,1.0,,12.422148055681218
2021-03-01 20:00:00.020,0,0.0028453951939457,0.0,1.0,,11.291757624339645
2021-03-01 20:00:00.030,0,-0.0007512883779479,0.0,1.0,,7.081344317827358
2021-03-01 20:00:00.040,0,0.0032758776462263,0.0,1.0,,6.4594527273294755
2021-03-01 20:00:00.050,0,-0.0003970244679856,0.0,1.0,,6.70240615236085
2021-03-01 20:00:00.060,0,0.0032035928450492,0.0,1.0,,11.95879325052897
2021-03-01 20:00:00.070,0,-0.0014326597587219,0.0,1.0,,8.819761057183491
2021-03-01 20:00:00.080,0,-0.0033022769952638,0.0,1.0,,8.09395717697133
2021-03-01 20:00:00.090,0,0.0001013244170128,0.0,1.0,,11.494889527989846
2021-03-01 20:00:00.100,0,-0.0014545454936908,0.0,1.0,,13.335328823468144
2021-03-01 20:00:00.110,0,0.0012479469937705,0.0,1.0,,10.908577145020649
2021-03-01 20:00:00.120,0,-0.0015349924623681,0.0,1.0,,9.02879308035279
2021-03-01 20:00:00.130,0,-0.003627122986108,0.0,1.0,,8.48303872172336
2021-03-01 20:00:00.140,0,0.0005858703929323,0.0,1.0,,7.319580521531916
2021-03-01 20:00:00.150,0,0.0039469834344409,0.0,1.0,,9.99753109998204
2021-03-01 20:00:00.160,0,-0.0018445556604171,0.0,0.0,,7.708927786640579
2021-03-01 20:00:00.170,0,0.0014064522359707,0.0,0.0,,6.90999933474523
2021-03-01 20:00:00.180,0,0.0016038182415765,0.0,0.0,,12.213617632340867
2021-03-01 20:00:00.190,0,-0.0002075602827399,0.0,0.0,,10.118457252074931
2021-03-01 20:00:00.200,0,0.0009078182768395,0.0,0.0,,15.024624176256786
2021-03-01 20:00:00.210,0,0.0014646343628895,0.0,0.0,,7.410713082330181
2021-03-01 20:00:00.220,0,-0.0013785598140245,0.0,0.0,,9.738287582449287
2021-03-01 20:00:00.230,0,-0.0029544249767539,0.0,0.0,,10.890824351013961
2021-03-01 20:00:00.240,0,-0.0037130381353969,0.0,0.0,,12.47843833182893
2021-03-01 20:00:00.250,0,-0.0024183323377035,0.0,0.0,,11.115774958367405
2021-03-01 20:00:00.260,0,-0.0015811494107734,0.0,0.0,,8.9718019076948
