time,ton,thrust,mfr,vl,anomaly_code,uv_360nm
2021-03-21 10:00:00.000,0,-0.0018145479723041,0.0,0.0,,9.816464976791023
2021-03-21 10:00:00.010,0,-0.0045160990131235,0.0,1.0,,9.029935451545102
2021-03-21 10:00:00.020,0,0.0112986879099801,0.0,1.0,,11.09354389497719
2021-03-21 10:00:00.030,0,-3.633767720342576e-05,0.0,1.0,,9.803314937664771
2021-03-21 10:00:00.040,0,0.0015759238200646,0.0,1.0,,6.805618304888534
2021-03-21 10:00:00.050,0,0.0050191599655908,0.0,1.0,,11.311841211453032
2021-03-21 10:00:00.060,0,-0.0029753859483765,0.0,1.0,,12.486942399547521
2021-03-21 10:00:00.070,0,-0.0028357107953039,0.0,1.0,,6.784634191963464
2021-03-21 10:00:00.080,0,0.0019077487036862,0.0,1.0,,11.103027916572332
2021-03-21 10:00:00.090,0,-0.0006055927519006,0.0,1.0,,12.912078147412885
2021-03-21 10:00:00.100,0,-0.0036148281104735,0.0,1.0,,12.304047039533536
2021-03-21 10:00:00.110,0,0.004366259690707,0.0,1.0,,8.824859836236264
2021-03-21 10:00:00.120,0,-0.0035303467522195,0.0,1.0,,6.961079532045465
2021-03-21 10:00:00.130,0,-0.0009432702834922,0.0,1.0,,11.446139805592129
2021-03-21 10:00:00.140,0,-0.0042803566761857,0.0,1.0,,9.007683929141441
2021-03-21 10:00:00.150,0,0.005553401931481,0.0,1.0,,8.692892042447275
2021-03-21 10:00:00.160,0,0.00269097384074,0.0,1.0,,8.861987897915428
2021-03-21 10:00:00.170,0,-0.0023142870612149,0.0,0.0,,8.236894597455368
2021-03-21 10:00:00.180,0,-0.0007351702618544,0.0,0.0,,11.516943848422939
2021-03-21 10:00:00.190,0,-0.0005492922390586,0.0,0.0,,10.443872020863855
2021-03-21 10:00:00.200,0,-0.0025069370416036,0.0,0.0,,8.074789843835607
2021-03-21 10:00:00.210,0,-0.0002047621867614,0.0,0.0,,7.25143166039755
2021-03-21 10:00:00.220,0,0.0064066322738381,0.0,0.0,,7.886021759420314
2021-03-21 10:00:00.230,0,0.0020122764891914,0.0,0.0,,8.448350508090716
2021-03-21 10:00:00.240,0,0.0051129326349798,0.0,0.0,,11.030941121370054
2021-03-21 10:00:00.250,0,-5.740432614821629e-05,0.0,0.0,,7.429824919585497
2021-03-21 10:00:00.260,0,-0.0043995202497571,0.0,0.0,,9.395993508116879
2021-03-21 10:00:00.270,0,0.0068562673990188,0.0,0.0,,12.278151681483184
2021-03-21 10:00:00.280,0,-0.0017994189694428,0.0,0.0,,13.294607320382232
2021-03-21 10:00:00.290,0,-0.0033618351213427,0.0,0.0,,9.200357555902727
2021-03-21 10:00:00.300,0,0.004863187484035,0.0,0.0,,12.219858858224658
2021-03-21 10:00:00.310,0,-0.0026600836337878,0.0,0.0,,10.140229195246803
2021-03-21 10:00:00.320,0,-0.0003897191986904,0.0,0.0,,10.238221561073772
2021-03-21 10:00:00.330,0,-0.0046811516272486,0.0,0.0,,7.486814576067826
2021-03-21 10:00:00.340,0,0.0044395682783418,0.0,0.0,,8.252379825074012
2021-03-21 10:00:00.350,0,0.002002328829541,0.0,0.0,,9.357206777405137
2021-03-21 10:00:00.360,0,0.0044575495444099,0.0,0.0,,10.32886314976705
2021-03-21 10:00:00.370,0,-0.0025896302992005,0.0,0.0,,7.750235127766708
2021-03-21 10:00:00.380,0,0.0027043767575824,0.0,0.0,,7.219915373443026
2021-03-21 10:00:00.390,0,0.0007009305540519,0.0,0.0,,11.866688520329411
2021-03-21 10:00:00.400,0,0.0016318356449363,0.0,0.0,,13.155861097353444
