uid,sn,test_id,split,P,T,R,ignition_time,true_thrust,is_anomalous,is_valid,maneuver_type,maneuver_type_id,thrust_profile,estimated_delta_v,delta_v_min,delta_v_max,duration_min,duration_max,P_original,T_original,R_original,distance_km,distance_type,pass_type,attenuation_factor,atmospheric_factor,zenith_angle_deg
1,1,1,train,1.8675693977013348,299.96,53.154416671669075,1.26,1.188640522284388,False,1,STATION_KEEPING,4,pulsed,0.7130892221288501,0.01,1.0,1.0,60.0,1.9470674693161647,299.96,51.23205868642631,487.7756879504105,near,overhead,0.9591703560006831,0.9128428949429007,0.0
1,1,1,train,0.5373959272286549,299.96,46.234281222206505,1.26,1.188640522284388,False,1,STATION_KEEPING,4,pulsed,0.7130892221288501,0.01,1.0,1.0,60.0,1.9470674693161647,299.96,51.23205868642631,878.9472116237455,medium,random,0.27600272496843437,0.8529016343844028,55.32906612066662
1,1,1,train,0.19940051166497078,299.96,50.42197073392161,1.26,1.188640522284388,False,1,STATION_KEEPING,4,pulsed,0.7130892221288501,0.01,1.0,1.0,60.0,1.9470674693161647,299.96,51.23205868642631,1380.5698509951765,far,horizon,0.10241068417367315,0.7807680422711581,68.76652066810983
1,1,1,train,0.13734408220505745,299.96,49.04689885844885,1.26,1.188640522284388,False,1,STATION_KEEPING,4,pulsed,0.7130892221288501,0.01,1.0,1.0,60.0,1.9470674693161647,299.96,51.23205868642631,1628.1136326755457,very_far,random,0.07053894349808765,0.7479255467883775,72.11521727063993
2,1,2,train,1.2915020852519041,300.01,13.7094513419391,1.23,1.0265000429035618,False,1,STATION_KEEPING,4,pulsed,0.6159205557429952,0.01,1.0,1.0,60.0,1.9691425620621448,300.01,13.664338053270615,585.3529977697203,near,horizon,0.6558702808695601,0.8989046714805942,31.330139616235403
2,1,2,train,0.48207600271026035,300.01,13.983748338050322,1.23,1.0265000429035618,False,1,STATION_KEEPING,4,pulsed,0.6159205557429952,0.01,1.0,1.0,60.0,1.9691425620621448,300.01,13.664338053270615,929.104645308332,medium,horizon,0.2448151860601784,0.8453325813227817,57.442039233236564
2,1,2,train,0.2398824431083967,300.01,13.009213252714277,1.23,1.0265000429035618,False,1,STATION_KEEPING,4,pulsed,0.6159205557429952,0.01,1.0,1.0,60.0,1.9691425620621448,300.01,13.664338053270615,1277.2923935079175,far,horizon,0.12182075982207437,0.794990514861789,66.95505748363672
2,1,2,train,0.060320000554067305,300.01,13.630227827003933,1.23,1.0265000429035618,False,1,STATION_KEEPING,4,pulsed,0.6159205557429952,0.01,1.0,1.0,60.0,1.9691425620621448,300.01,13.664338053270615,2327.6311719925825,very_far,overhead,0.030632622399313945,0.6638538805008045,77.59558032076761
3,1,3,train,1.6016711537734591,299.98,24.878718098898904,1.25,0.8739981798555904,False,1,STATION_KEEPING,4,pulsed,0.52436394798616,0.01,1.0,1.0,60.0,1.5563392359164738,299.98,23.44555979595355,470.90519362597365,near,overhead,1.0291272730333056,0.9128428949429007,0.0
3,1,3,train,0.3571524508354436,299.98,22.943440517613762,1.25,0.8739981798555904,False,1,STATION_KEEPING,4,pulsed,0.52436394798616,0.01,1.0,1.0,60.0,1.5563392359164738,299.98,23.44555979595355,957.2484485288791,medium,random,0.22948239213742433,0.8411214375796712,58.51129720750789
3,1,3,train,0.20491353985489197,299.98,23.873961829109763,1.25,0.8739981798555904,False,1,STATION_KEEPING,4,pulsed,0.52436394798616,0.01,1.0,1.0,60.0,1.5563392359164738,299.98,23.44555979595355,1233.3605018635171,far,random,0.1316638012625991,0.8011363786867239,66.08402530487396
3,1,3,train,0.10585625831228428,299.98,23.950601775322248,1.25,0.8739981798555904,False,1,STATION_KEEPING,4,pulsed,0.52436394798616,0.01,1.0,1.0,60.0,1.5563392359164738,299.98,23.44555979595355,1654.2894920675478,very_far,overhead,0.068016185590765,0.7445524315334964,72.40753339408126
4,1,4,train,0.7421404018153834,299.92,18.998936834591326,1.31,0.7357196202564741,False,1,STATION_KEEPING,4,pulsed,0.4413140570146435,0.01,1.0,1.0,60.0,1.1649667697101007,299.92,19.498330742176933,593.501946486842,near,random,0.6370485589044427,0.8975875585522037,32.599487075862335
4,1,4,train,0.4542182513286067,299.92,20.098859267764542,1.31,0.7357196202564741,False,1,STATION_KEEPING,4,pulsed,0.4413140570146435,0.01,1.0,1.0,60.0,1.1649667697101007,299.92,19.498330742176933,748.1838824139475,medium,random,0.3898980324062272,0.8730271128498328,48.065168899074365
4,1,4,train,0.21191722693238904,299.92,18.679248299027055,1.31,0.7357196202564741,False,1,STATION_KEEPING,4,pulsed,0.4413140570146435,0.01,1.0,1.0,60.0,1.1649667697101007,299.92,19.498330742176933,1064.9607526677357,far,random,0.1819083878118894,0.8252393379352209,61.99809818810628
4,1,4,train,0.07180818729079386,299.92,20.132604409950982,1.31,0.7357196202564741,False,1,STATION_KEEPING,4,pulsed,0.4413140570146435,0.01,1.0,1.0,60.0,1.1649667697101007,299.92,19.498330742176933,1726.9093490508842,very_far,overhead,0.061639687206411185,0.735291420992334,73.16990500428824
5,1,5,train,0.7605444623271578,299.94,11.900447920203186,1.27,0.5965794256208617,False,1,STATION_KEEPING,4,pulsed,0.3578760658414425,0.01,1.0,1.0,60.0,1.0825653815034717,299.94,12.640683280620443,566.5356392115675,near,random,0.7025390570599165,0.901955135122936,28.047630683106114
5,1,5,train,0.45145572770826214,299.94,12.220058409119703,1.27,0.5965794256208617,False,1,STATION_KEEPING,4,pulsed,0.3578760658414425,0.01,1.0,1.0,60.0,1.0825653815034717,299.94,12.640683280620443,724.9466565528164,medium,horizon,0.41702398342100905,0.8766639060076409,46.393165682412956
5,1,5,train,0.15321559100647983,299.94,12.778901945037182,1.27,0.5965794256208617,False,1,STATION_KEEPING,4,pulsed,0.3578760658414425,0.01,1.0,1.0,60.0,1.0825653815034717,299.94,12.640683280620443,1193.7391895150872,far,horizon,0.14153010397736285,0.8067290952294119,65.23787183641771
5,1,5,train,0.03865363068295139,299.94,12.782003306371307,1.27,0.5965794256208617,False,1,STATION_KEEPING,4,pulsed,0.3578760658414425,0.01,1.0,1.0,60.0,1.0825653815034717,299.94,12.640683280620443,2182.4955039749757,very_far,random,0.03570558540239764,0.6803037495217172,76.7561713585813
6,1,6,train,1.3978626282490632,299.95,3.3850312863002197,1.27,0.4797109225868088,False,1,STATION_KEEPING,4,pulsed,0.2877785824598265,0.01,1.0,1.0,60.0,0.9872791174993863,299.95,3.336794682689661,401.4724539502011,near,random,1.4158737923978546,0.9128428949429007,0.0
6,1,6,train,0.28138965411106,299.95,3.093683193112427,1.27,0.4797109225868088,False,1,STATION_KEEPING,4,pulsed,0.2877785824598265,0.01,1.0,1.0,60.0,0.9872791174993863,299.95,3.336794682689661,865.9403426368128,medium,overhead,0.2850153002565,0.8548779435399769,54.7316305143359
6,1,6,train,0.13090507337973223,299.95,3.2302044723443313,1.27,0.4797109225868088,False,1,STATION_KEEPING,4,pulsed,0.2877785824598265,0.01,1.0,1.0,60.0,0.9872791174993863,299.95,3.336794682689661,1229.4578877691702,far,overhead,0.13259175754805083,0.8016851404484704,66.00334507097178
6,1,6,train,0.06851437545360949,299.95,3.586210293602663,1.27,0.4797109225868088,False,1,STATION_KEEPING,4,pulsed,0.2877785824598265,0.01,1.0,1.0,60.0,0.9872791174993863,299.95,3.336794682689661,1639.7969981276574,very_far,random,0.06939716868229219,0.7464176796430027,72.24690218981368
7,1,7,train,1.5086936125042625,461.44,3.4657585513824056,106.7,1.1122716437982272,False,1,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0,1.6147463166231686,461.44,3.784171983460457,494.2192412286265,near,horizon,0.9343223743400831,0.9128428949429007,0.0
7,1,7,train,0.41744412450262464,461.44,3.8149662629200902,106.7,1.1122716437982272,False,1,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0,1.6147463166231686,461.44,3.784171983460457,905.9995429664103,medium,random,0.25851994223811137,0.8488090448602154,56.50414494717027
7,1,7,train,0.19592036204337354,461.44,3.9342801024904253,106.7,1.1122716437982272,False,1,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0,1.6147463166231686,461.44,3.784171983460457,1279.6035803727068,far,horizon,0.12133197643893139,0.7946687896795056,66.99907339363634
7,1,7,train,0.13102975197272562,461.44,3.696691048445258,106.7,1.1122716437982272,False,1,STATION_KEEPING,4,pulsed,1.0,0.01,1.0,1.0,60.0,1.6147463166231686,461.44,3.784171983460457,1530.8178345679394,very_far,horizon,0.081145719686013,0.7606285705514054,70.93607943477157
8,1,8,train,1.5416357956724847,476.8,3.5155305772722674,91.32,0.9743158272347904,False,1,STATION_KEEPING,4,pulsed,0.929107572851096,0.01,1.0,1.0,60.0,1.5675065345923818,476.8,3.755043456309977,481.7057287449272,near,random,0.9834956101624006,0.9128428949429007,0.0
8,1,8,train,0.7181821297436999,476.8,3.582414291812997,91.32,0.9743158272347904,False,1,STATION_KEEPING,4,pulsed,0.929107572851096,0.01,1.0,1.0,60.0,1.5675065345923818,476.8,3.755043456309977,693.5757943461363,medium,overhead,0.45816850768692824,0.8816030454721788,43.871019609955255
8,1,8,train,0.2423760270241291,476.8,3.8846835818334795,91.32,0.9743158272347904,False,1,STATION_KEEPING,4,pulsed,0.929107572851096,0.01,1.0,1.0,60.0,1.5675065345923818,476.8,3.755043456309977,1146.7968788833418,far,random,0.15462520995943227,0.8134171003629299,64.15124841662984
8,1,8,train,0.06435870872020558,476.8,3.784809627787128,91.32,0.9743158272347904,False,1,STATION_KEEPING,4,pulsed,0.929107572851096,0.01,1.0,1.0,60.0,1.5675065345923818,476.8,3.755043456309977,2057.032152341278,very_far,overhead,0.041058016218695745,0.6949284841915095,75.93227518540091
9,1,9,train,1.2286515129235962,476.89,3.970537902854057,91.28,0.8405152808476254,False,1,STATION_KEEPING,4,pulsed,0.8016666645668482,0.01,1.0,1.0,60.0,1.2470491143601126,476.89,3.8818805571705046,481.2773722880141,near,random,0.9852470915341962,0.9128428949429007,0.0
9,1,9,train,0.6211627042168408,476.89,3.8114139737611588,91.28,0.8405152808476254,False,1,STATION_KEEPING,4,pulsed,0.8016666645668482,0.01,1.0,1.0,60.0,1.2470491143601126,476.89,3.8818805571705046,666.7891679630815,medium,horizon,0.49810604655741453,0.885847323173725,41.42155637588716
9,1,9,train,0.1318208817274327,476.89,3.9763990074224367,91.28,0.8405152808476254,False,1,STATION_KEEPING,4,pulsed,0.8016666645668482,0.01,1.0,1.0,60.0,1.2470491143601126,476.89,3.8818805571705046,1361.1796752982252,far,overhead,0.10570624701904607,0.7834144120106832,68.44905098734075
9,1,9,train,0.0840067477265791,476.89,3.8843055909989044,91.28,0.8405152808476254,False,1,STATION_KEEPING,4,pulsed,0.8016666645668482,0.01,1.0,1.0,60.0,1.2470491143601126,476.89,3.8818805571705046,1661.2717790336017,very_far,overhead,0.06736442595501521,0.7436558174584477,72.48387277655303
10,1,10,train,0.8063720828137492,476.84,3.7421533221876433,91.31,0.7007292998009913,False,1,STATION_KEEPING,4,pulsed,0.6682715186342093,0.01,1.0,1.0,60.0,1.0348544106660362,476.84,3.62166328133205,539.2640750155472,near,random,0.779213070459607,0.9063985424019272,21.99913313890687
10,1,10,train,0.3986681771844378,476.84,3.5450110836430424,91.31,0.7007292998009913,False,1,STATION_KEEPING,4,pulsed,0.6682715186342093,0.01,1.0,1.0,60.0,1.0348544106660362,476.84,3.62166328133205,752.4084904385929,medium,overhead,0.3852408349188496,0.8723679106326601,48.35351925816187
10,1,10,train,0.15000151918390933,476.84,3.3596155760654334,91.31,0.7007292998009913,False,1,STATION_KEEPING,4,pulsed,0.6682715186342093,0.01,1.0,1.0,60.0,1.0348544106660362,476.84,3.62166328133205,1180.906305276695,far,random,0.1449493934971662,0.8085507359590155,64.95034071782052
10,1,10,train,0.07404163480647227,476.84,3.441078670434592,91.31,0.7007292998009913,False,1,STATION_KEEPING,4,pulsed,0.6682715186342093,0.01,1.0,1.0,60.0,1.0348544106660362,476.84,3.62166328133205,1618.0059021205152,very_far,horizon,0.07154787576236815,0.7492330704857524,71.99967683926224
11,1,11,train,0.661973601113478,476.83,3.6132281527112804,91.31,0.5754307663811423,False,1,STATION_KEEPING,4,pulsed,0.5487653046670401,0.01,1.0,1.0,60.0,0.8517807093559009,476.83,3.68286421968612,539.94142676215,near,horizon,0.7771643497468367,0.9062878573504038,22.176364628220995
11,1,11,train,0.18262511844449228,476.83,3.617260628096849,91.31,0.5754307663811423,False,1,STATION_KEEPING,4,pulsed,0.5487653046670401,0.01,1.0,1.0,60.0,0.8517807093559009,476.83,3.68286421968612,987.6705509390896,medium,random,0.21440391457396313,0.8365981718639687,59.586187345456935
11,1,11,train,0.11391736753826956,476.83,3.6450342881236004,91.31,0.5754307663811423,False,1,STATION_KEEPING,4,pulsed,0.5487653046670401,0.01,1.0,1.0,60.0,0.8517807093559009,476.83,3.68286421968612,1224.6807510718943,far,overhead,0.13374025296300915,0.8023574978960739,65.90381587988732
11,1,11,train,0.06283901872577408,476.83,3.6204335804599044,91.31,0.5754307663811423,False,1,STATION_KEEPING,4,pulsed,0.5487653046670401,0.01,1.0,1.0,60.0,0.8517807093559009,476.83,3.68286421968612,1596.3909621534992,very_far,random,0.07377370494019717,0.7520385554501098,71.74742524004445
12,1,12,train,0.8472228384609359,476.72,3.9750415856070447,91.36,0.4701084224276438,False,1,STATION_KEEPING,4,pulsed,0.4482201742794127,0.01,1.0,1.0,60.0,0.7202769980677439,476.72,3.890534575329261,440.47267295904606,near,overhead,1.176245861986075,0.9128428949429007,0.0
12,1,12,train,0.22390946763288574,476.72,3.7749565280508244,91.36,0.4701084224276438,False,1,STATION_KEEPING,4,pulsed,0.4482201742794127,0.01,1.0,1.0,60.0,0.7202769980677439,476.72,3.890534575329261,831.6878275767583,medium,horizon,0.3108657755746165,0.8601092006862289,53.04503459666523
12,1,12,train,0.07392114776884999,476.72,3.7875340907293866,91.36,0.4701084224276438,False,1,STATION_KEEPING,4,pulsed,0.4482201742794127,0.01,1.0,1.0,60.0,0.7202769980677439,476.72,3.890534575329261,1379.259764917605,far,horizon,0.10262877749415165,0.7809464979663021,68.74537356359878
12,1,12,train,0.03424258958306482,476.72,3.894785401714465,91.36,0.4701084224276438,False,1,STATION_KEEPING,4,pulsed,0.4482201742794127,0.01,1.0,1.0,60.0,0.7202769980677439,476.72,3.890534575329261,1932.0930397751038,very_far,random,0.04754086230009558,0.7098770208964665,75.00191804738805
13,1,13,train,1.3835236589961208,151.81,19.207212688738966,3.7,1.997721703466748,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0,1.7119887674614755,151.81,20.243153532924342,529.969320310964,near,overhead,0.808138280631128,0.9079190510116876,19.36060164954005
13,1,13,train,0.6342154596948822,151.81,20.465824865443075,3.7,1.997721703466748,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0,1.7119887674614755,151.81,20.243153532924342,766.3229608682439,medium,horizon,0.3704553860100918,0.8702010062650395,49.27218136206569
13,1,13,train,0.25572207787926693,151.81,20.604363315015384,3.7,1.997721703466748,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0,1.7119887674614755,151.81,20.243153532924342,1164.9306061663926,far,overhead,0.14937135262776854,0.8108255331567236,64.58255747152079
13,1,13,train,0.1250457530384748,151.81,19.039937881778066,3.7,1.997721703466748,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0,1.7119887674614755,151.81,20.243153532924342,1603.4029677225517,very_far,horizon,0.07304122282524769,0.7511270336785228,71.83004239607436
14,1,14,train,1.0314508984587079,8.63,1.3628976706031268,2.8000000000000003,1.714229058631791,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0,1.5707844773969937,8.63,1.3899892422486049,585.0240236753594,near,random,0.6566469896417388,0.8989578929832884,31.277171356135828
14,1,14,train,0.6292521606522513,8.63,1.4341318914124066,2.8000000000000003,1.714229058631791,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0,1.5707844773969937,8.63,1.3899892422486049,738.7479218139348,medium,overhead,0.40059738920708515,0.87450168421063,47.404289835693476
14,1,14,train,0.1377254882090741,8.63,1.3194070423720445,2.8000000000000003,1.714229058631791,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0,1.5707844773969937,8.63,1.3899892422486049,1479.2796066207227,far,overhead,0.08767943036800581,0.7674644211384611,70.24478622789124
14,1,14,train,0.05040807295620598,8.63,1.4482385878994015,2.8000000000000003,1.714229058631791,False,1,ORBIT_RAISING,6,continuous,5.0,5.0,200.0,30.0,1800.0,1.5707844773969937,8.63,1.3899892422486049,2282.7352272502862,very_far,overhead,0.032091018011420065,0.6688897908536218,77.3476117389288
15,1,15,train,1.8968000706589843,205.99,6.317609961360495,1.25,1.1631977175726942,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0,2.0624849152990787,205.99,6.189363431755839,498.1413988709042,near,overhead,0.9196673665775302,0.9128428949429007,0.0
15,1,15,train,0.6461463101530688,205.99,5.529562967517369,1.25,1.1631977175726942,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0,2.0624849152990787,205.99,6.189363431755839,828.6912209504302,medium,horizon,0.3132853507727943,0.8605687176425864,52.88900416874757
15,1,15,train,0.3075788142001949,205.99,6.060823579892317,1.25,1.1631977175726942,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0,2.0624849152990787,205.99,6.189363431755839,1165.784498671276,far,random,0.1491302127441709,0.8107037487574301,64.6024988615296
15,1,15,train,0.09725061980760227,205.99,6.145793133560336,1.25,1.1631977175726942,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0,2.0624849152990787,205.99,6.189363431755839,1938.9114603050468,very_far,overhead,0.047152160525498955,0.7090511138852641,75.05589246888636
16,1,16,train,1.3627547328054177,745.89,17.500800655142758,1.26,1.1507862374748428,False,1,HOHMANN_TRANSFER,1,impulsive,10.0,10.0,500.0,60.0,3600.0,2.0323145167836065,745.89,17.640722310592036,579.2321543679533,near,horizon,0.6705432262335795,0.8998955326845928,30.320866805137463
