P,T,R,is_anomalous,is_synthetic
1.9470674693161647,299.96,51.232058686426306,0,0
1.9691425620621448,300.01,13.664338053270615,0,0
1.5563392359164738,299.98,23.44555979595355,0,0
1.1649667697101007,299.92,19.498330742176933,0,0
1.0825653815034717,299.94,12.640683280620443,0,0
0.9872791174993863,299.95,3.336794682689661,0,0
1.6147463166231686,461.44,3.7841719834604577,0,0
1.5675065345923818,476.8,3.755043456309977,0,0
1.2470491143601126,476.89,3.8818805571705046,0,0
1.0348544106660362,476.84,3.62166328133205,0,0
0.8517807093559009,476.83,3.68286421968612,0,0
0.7202769980677439,476.72,3.890534575329261,0,0
1.7119887674614755,151.81,20.243153532924342,0,0
1.5707844773969937,8.63,1.3899892422486049,0,0
2.0624849152990787,205.99,6.189363431755839,0,0
2.0323145167836065,745.89,17.640722310592036,0,0
0.0,2215.56,3.105792125669369,0,0
1.9548534208427,1522.98,1.6355747967493726,0,0
1.6910657326773202,98.85,3.974037780793545,0,0
2.3145613172835287,1079.94,6.409566640530386,0,0
1.8854422835856637,302.48,42.17314717594749,0,0
1.135122021100857,159.79,9.075808414213896,1,0
1.260089403751286,37.0,1.196528808376329,0,0
1.6871999834121778,205.96,7.714562868685635,0,0
1.6383149642226065,745.95,20.32549722047207,0,0
0.0,2343.52,2.2302029329881243,0,0
1.745958178345098,1478.04,36.84252978285644,1,0
1.190014851486176,0.04,0.0,0,0
1.6610675086006448,995.98,2.331956530042216,0,0
1.459223212871967,310.61,4.6198844963766925,0,0
0.0,0.0,0.0,0,0
0.9743018003615412,43.49,1.5999126069158855,0,0
1.3059681520469466,205.94,4.636776725096612,0,0
1.4359084662567658,745.9300000000001,19.486022416468806,0,0
0.0,2295.09,2.3294205529529304,1,0
1.3352239174067877,1453.03,6.376054703493447,0,0
1.06218292771492,0.03,0.0,0,0
1.4325071048417162,952.88,4.766838335873419,0,0
1.172821756607532,321.16,9.129231245999952,0,0
1.8663394542866552,299.96,3.4073323531300725,0,0
1.5968866591230746,299.94,3.93806120236408,0,0
1.385382576531376,299.99,13.96317128440104,0,0
1.0355884137952474,299.98,14.719188594658146,0,0
1.0097930630655825,299.94,36.70447106690163,0,0
0.7399044511039216,299.98,5.658021302227075,0,0
1.5332407394191452,475.72,4.006161989336727,0,0
1.2956122816585045,476.81,3.7110013980586585,0,0
1.1506213333192208,476.79,3.9056404650774375,0,0
0.9056710205357832,476.76,3.8746120150418553,0,0
0.8125502650657316,476.86,4.140228621382299,1,0
0.7301280640618817,462.46,3.889432085831144,1,0
0.7492520385636893,0.0,0.0,0,0
0.8363484735908331,37.04,1.242142983565964,0,0
1.0347615075160206,205.99,5.3193667868927506,0,0
1.0697439394572417,745.9300000000001,18.99936879550766,0,0
0.0,2255.16,5.505138382823241,0,0
0.9456293255661604,1440.4,3.1073016020118556,0,0
0.8027567126537007,90.09,4.069959547928069,0,0
1.0874186214765325,1087.96,15.70632986586912,0,0
0.8277592875570714,198.0,1.1904391348901289,0,0
0.6347401566287899,0.04,0.0,0,0
0.7276021473112766,42.41,1.5556760108771226,0,0
0.7429494075937303,205.9,5.354604854608109,0,0
0.782852711506538,745.98,19.158576586063017,0,0
0.0,2282.06,3.437170811855712,0,0
1.0619183672082515,1483.34,9.981037625063072,0,0
0.6937254330902125,88.16,4.402055818901803,0,0
0.913453150922737,1066.97,2.326666146875536,1,0
0.8265021247882988,202.83,2.6693630263625963,1,0
0.5062454802894502,0.04,0.0,0,0
0.5341874512583166,38.04,1.4333988819923251,0,0
0.6432966789214722,205.97,7.619825426080522,0,0
0.7870649692587299,745.82,21.049657503115895,0,0
0.0,2281.56,2.8048190261534245,0,0
0.5669813240638337,1493.98,2.1589825721329063,0,0
0.460534823194979,144.75,4.642853816613607,0,0
0.8568480749212255,1057.94,4.382623114708655,1,0
0.640082578478281,237.11,2.3281835063606993,0,0
1.6801366356105496,300.0,5.2618801426571675,0,0
1.385549145913599,299.97,6.958444768981994,0,0
1.2895550849578978,299.97,39.57614294065824,0,0
0.908522748244916,299.97,11.488982113749044,0,0
0.8333711952468735,299.95,42.478920774822505,0,0
0.6356235962061517,300.01,11.72388333754153,0,0
1.2650542239721003,476.83,4.600560877083149,0,0
1.1527402550012265,465.84,3.7065966441420257,0,0
0.955339325697698,476.8,3.663261428718111,0,0
0.8507519623621341,473.48,3.7130116778856785,0,0
0.6649578025006139,476.84,3.696757384476971,0,0
0.507478494319618,476.87,4.022001213185788,0,0
0.6577366925022509,299.93,6.724193834878078,0,0
0.4965252771785837,299.98,3.8591899726042462,0,0
0.6063310658163437,475.75,3.4688747344903783,0,0
0.3666149032915703,474.64,3.7071355571041806,0,0
0.4346648685143472,0.04,0.0,0,0
0.3716875101871237,38.1,1.4351747031613058,0,0
0.4926023220369616,205.94,6.709839728447067,0,0
0.5738852200925365,745.97,22.187232796033346,0,0
0.0,2278.86,4.790205499406431,0,0
0.4682418254787626,1462.45,5.667100055235521,0,0
0.0,0.01,0.0,0,0
0.6249177719652256,1101.88,6.8337481355998735,0,0
0.6016124534564412,202.13,6.702260605645421,0,0
0.3085586976161796,0.0,0.0,0,0
0.2851244480256337,9.06,1.3319753406638293,0,0
0.4057948564376975,205.54,5.2200109452604915,0,0
0.4914739211554907,745.91,20.034860453943864,0,0
0.0,2245.77,3.44072069841734,0,0
0.3989385398497564,1386.38,3.9452271401575447,0,0
0.3020748424107307,107.58,4.099265952552948,0,0
0.3915220536688791,1017.92,12.85861999409225,0,0
0.4059796271478367,272.34000000000003,7.371545093211359,0,0
2.1172340546743023,300.0,4.056960446418813,0,0
2.0568396743965214,299.98,3.6682109755549166,0,0
1.2653782769815334,299.95,6.249814611735954,0,0
1.3417470165745409,299.97,4.59643833468375,0,0
1.176969831731554,300.02,3.4210324742767457,0,0
0.7738823189476025,300.02,3.1401208628270556,0,0
1.6782067249280572,476.92,3.94205701842808,0,0
1.820042748285179,470.24,3.641186017942304,0,0
1.1278698085283807,475.73,3.6696431721998177,1,0
1.0002765239843798,476.86,4.205729685444436,0,0
0.8038155245085997,474.67,4.04290351935868,0,0
0.7740046940953837,476.86,4.049592978190338,0,0
1.4858417199161311,0.14,21.23337200172673,0,0
1.268490892596129,41.32,1.5229415550055465,0,0
1.6403805313444877,205.95,6.9050992053608224,0,0
2.065602717178651,745.5500000000001,2.596702885840669,1,0
0.0,2218.2200000000003,7.557264675438064,0,0
1.9967350492314673,1513.51,1.6697433884874122,1,0
1.2949288193492026,61.96,3.705572283956651,0,0
1.9722744478709524,1079.98,5.206037908601441,0,0
1.4859720588057137,302.32,11.525129521806424,0,0
0.0,0.04,0.0,0,0
1.1120859843278308,6.24,1.2980769449480178,0,0
1.8541718592427512,205.98,5.833752067912437,0,0
1.503632432182136,745.91,23.398349616354743,0,0
0.0,2343.54,5.481334247389999,0,0
1.431501328251393,1482.21,3.9842394359982496,0,0
1.1006072931254702,0.02,0.0,0,0
1.6443997411058058,995.98,14.197820889976889,0,0
1.3340899113326072,310.49,5.201439527025993,0,0
0.9572613219099148,176.17000000000002,13.753845504361134,0,0
0.8781808898289964,10.97,1.2668229175186212,1,0
1.3084343731084176,205.97,5.512130849291263,0,0
1.392120123039421,745.95,15.494512243000518,0,0
0.0,2295.07,4.550225828240146,0,0
1.1589463053109548,1481.54,5.669531329898407,0,0
0.923828226240638,0.02,0.0,0,0
1.248079090723041,952.97,3.6914230514494593,0,0
1.1379174704321138,322.35,3.937941342189858,0,0
1.6504208176259465,300.03000000000003,6.021867304658542,0,0
1.5498784033657194,299.99,2.9941616850335437,0,0
1.4751126478111865,299.98,17.25829648822846,0,0
1.1524055773505322,299.98,3.758868070772796,0,0
0.8239002892799869,300.02,3.4896635349676783,0,0
0.6845836006396668,299.98,1.2475208312314463,0,0
1.4694659309981195,476.9,3.5419078003459066,0,0
1.2659983242683193,476.84,3.828980869725661,0,0
1.1810563314952964,476.87,4.35440696480635,0,0
0.9354529351424284,476.78,3.9617949736347087,0,0
0.8324997038628585,474.64,3.5797680214820304,1,0
0.6038125352172754,476.84,3.751854981745885,1,0
0.8948425977257812,147.1,16.15751584371664,0,0
0.7034728204957116,30.05,1.4017613505754771,0,0
1.0119827609514973,205.98,5.407191370149908,0,0
1.047729591263117,745.94,18.846128678940794,0,0
0.0,2250.05,4.689279705687899,1,0
1.0480947358922017,1452.79,1.9680549360855937,0,0
0.7106930638865434,0.0,0.0,0,0
1.078653992989277,1087.99,10.758141643791118,0,0
0.8219012596237842,200.31,3.9764464864312576,0,0
0.6001019396966116,0.04,0.0,0,0
0.5129241248092262,0.52,1.3752804257430291,0,0
0.8512460905882956,206.0,5.058047473439825,0,0
0.7816607845157728,745.86,18.63391221647023,0,0
0.0,2282.11,11.636179726560568,0,0
0.7482960477480242,1486.83,4.304005304476844,0,0
0.5557396526021372,187.19,4.331310741311747,0,0
0.7388532362269565,1066.97,6.306424542306402,0,0
0.6528536634228853,202.56,2.6403022458242074,0,0
0.5279467827075681,144.57,10.773463283657836,0,0
0.4508207816630462,11.93,1.264842483253435,0,0
0.5472120723917272,205.97,5.321744475334153,0,0
0.6886327685337821,745.92,18.890912526914068,0,0
0.0,2281.5,39.90215405144398,0,0
0.7311833911522273,1503.2,56.963138879457496,0,0
0.4377563402685439,0.02,0.0,0,0
0.6496851251109538,1058.01,5.003469614877443,1,0
0.5008448764233671,238.36,6.786644809229668,0,0
2.0134526432414592,300.01,4.073772871700078,0,0
1.2575620316805445,299.96,2.680676444714337,0,0
1.0203638232528498,300.03000000000003,9.895291022879318,0,0
0.9773477141065728,299.99,125.28764971783332,0,0
0.7373030215820009,300.03000000000003,8.99348745356921,0,0
0.6919167456894094,299.94,3.2993117546475275,0,0
1.2893729761827746,476.86,4.014829223803168,0,0
1.0799402075908584,476.81,4.89179911086381,0,0
0.924120313124012,476.82,3.775374764492174,0,0
0.7497982556274618,476.86,4.078451980546349,0,0
0.8148855191976191,476.83,3.9628098472605986,1,0
0.5555986737711818,476.89,4.013914086162442,0,0
0.620349905230886,299.97,7.621438462567952,0,0
0.4589818951079671,300.0,17.569318413682296,0,0
0.4515583204291333,475.68,3.8266704117091734,0,0
0.3425581324306231,476.69,4.009918708290144,0,0
0.3591735727204746,0.02,0.0,1,0
0.3988966348195445,12.11,1.6444125382466863,1,0
0.5210593479184502,205.98,5.890741966988681,0,0
0.5993714368626266,745.82,23.493928662353397,0,0
0.0,2278.88,2.639791065623414,0,0
0.5124577892726336,1484.47,36.13696332487984,0,0
0.3734080144206497,117.12,4.154891585743472,0,0
0.4600650479582165,1101.97,7.153886064999041,0,0
0.4435631238888697,202.24,5.048588004286843,0,0
0.3091676619964092,0.04,0.0,0,0
0.3620764191656187,41.08,1.1966021247432193,0,0
0.432814379063633,205.96,6.367420697922324,0,0
0.435467165568614,745.94,18.492285899857286,0,0
0.0,2245.74,4.042082771859463,0,0
0.4249557106582465,1431.08,3.3349198798986563,0,0
0.3085071743517027,165.09,4.101279502679374,0,0
0.5044576237919051,1017.97,12.638341174009833,0,0
0.4515873735872457,272.29,8.231555726581014,1,0
2.302910088664562,299.99,4.03891244910071,1,0
2.28075803194345,299.96,33.201426508861395,0,0
1.8945335321910064,299.97,5.320209832985987,0,0
1.2648482796949938,299.96,3.075682292698782,0,0
1.1493243075982835,299.93,16.539549792612934,0,0
0.8824659422313689,300.0,1.0289062622012797,0,0
2.285470452757104,476.89,3.3882820682078405,0,0
1.6956791597377707,476.83,3.611763023890956,0,0
1.356763761637328,475.71,3.877986662402503,1,0
1.194434892257522,474.69,3.878775974975284,0,0
0.9970044625856872,476.77,3.645174488643749,0,0
0.7382254900434195,476.87,3.8058686612466137,0,0
1.548896029941048,150.02,9.559771362277733,0,0
1.6535436895305171,42.55,1.5626581410721694,0,0
1.920485360003475,205.9,5.162646430732524,0,0
1.9939190358453216,745.97,19.135058366883644,0,0
0.0,2218.19,20.383610398076765,0,0
2.4786602105179023,1526.23,4.3227897004064495,0,0
1.5994359906669249,200.12,4.033523850097181,0,0
2.65432567438176,1079.95,4.957115534062922,0,0
1.6499456450539467,301.33,23.151011746097836,0,0
1.2360000562849978,0.0,0.0,0,0
1.3340997169253226,42.76,1.4143944593846631,0,0
1.6079563803244323,205.98,5.967006022578581,0,0
1.912355162274893,745.97,18.831932251184593,0,0
0.0,2343.52,2.1815784197027037,0,0
1.5761604392362565,1455.44,27.35067177096697,0,0
1.2960125369519568,210.16,3.797423612750595,0,0
1.7309578082667127,995.94,2.3907638518986785,0,0
0.0,0.0,0.0,1,0
1.0633868168092415,170.01,16.91972845669235,0,0
1.2140643694059996,32.36,1.2699301795386144,0,0
1.3138894477296152,205.99,6.168462292437501,0,0
1.7009835670488216,745.94,21.5082470372864,0,0
0.0,2295.06,2.131298102843604,0,0
1.3769861767353542,1484.84,3.662745394252355,0,0
0.974524966421164,272.0,4.470280573993237,0,0
1.7943304177733577,953.01,4.194022635261011,0,0
1.7507000965895008,321.25,4.876089647878998,1,0
2.021235813820019,299.98,8.316558524245936,0,0
1.9378013313798328,299.95,2.64268964889689,0,0
1.3476307349426015,299.99,14.029265772716393,0,0
1.1255164303397145,299.98,13.052485677324183,0,0
0.8591439814703045,299.95,3.175705207612149,1,0
0.6984334959230959,299.97,35.735241090464186,0,0
1.7754288645163854,476.85,4.996482152006518,0,0
1.3599041830127132,476.87,3.700276326250889,0,0
1.4105637561087383,475.76,3.479132181788326,0,0
0.9204167134633728,476.83,3.812421140404583,0,0
0.8252145044077478,475.75,4.158142647360461,0,0
0.8202821104893186,474.6,3.444753574091589,0,0
0.0,140.01,10.338118240622194,0,0
0.7997080983055151,40.24,1.650613503268693,0,0
1.16520792372178,206.0,4.75811992240768,0,0
1.2745782229931382,745.96,18.076727602387983,0,0
0.0,2255.12,4.373755130962413,0,0
1.068354682338231,1444.11,3.9411841927211166,0,0
0.8209450877938411,259.94,4.38711494495519,1,0
1.2513406610173454,1088.0,18.362280377449103,0,0
0.8565314768000315,204.02,3.993569215718607,0,0
0.8790358828983516,147.96,12.182540713381682,0,0
0.9188385548120624,5.98,1.1554046077284024,0,0
0.9835834082465098,205.96,6.935947767167363,0,0
1.0976253561864888,745.9,22.689650908792796,0,0
0.0,2282.13,4.385278897436548,0,0
0.949819414130716,1495.45,3.100454656813574,0,0
0.0,0.03,0.0,0,0
1.0402481821189482,1066.95,7.832701073007974,0,0
0.9989362336479128,204.64,2.734058670799473,0,0
0.5546424824923208,171.42000000000002,9.221273841231175,0,0
0.4540424623068218,40.12,1.6122047441993197,1,0
0.6099478554230873,205.97,6.47793688122524,0,0
0.7035343568398692,745.98,19.614485788767738,0,0
0.0,2281.5,3.2373939792802338,1,0
0.7190083391528095,1486.41,3.386828325259297,0,0
0.4724204637518088,23.11,4.72565116594446,0,0
0.7257557208403539,1057.97,3.3413903438830146,0,0
0.5790543809805206,238.63,1.4076457682997787,0,0
1.782434497133843,299.98,8.787076819582289,0,0
1.563680968231097,299.98,8.429404414462727,0,0
1.295130077266305,299.98,3.255764450079285,0,0
0.9730178278970086,299.97,41.98994370283951,0,0
0.8379204630731361,299.99,15.622355303658855,0,0
0.5954212072207795,299.96,1.331004734768159,0,0
1.4706103290151156,475.77,3.761505422071899,0,0
1.35090774913835,476.87,3.6513504366885905,0,0
1.125732074356582,476.84,3.9456452085771847,0,0
0.8626301347491838,473.57,4.011276558408952,0,0
0.6879736004326679,475.72,3.732447517192234,0,0
0.565764670156022,473.46,3.655083079641188,0,0
0.6548208722364431,299.98,9.733557690307556,0,0
0.5189388878304678,299.99,9.685829062701222,1,0
0.4622679762849714,476.88,3.569896809641636,0,0
0.3990027424843088,475.78,3.775845182178153,0,0
0.394899393406668,0.02,0.0,0,0
0.4206382584738595,43.2,1.4402225637007342,0,0
0.4909396373254581,205.99,5.87732035960967,0,0
0.6772643317868947,745.96,20.626530852501062,0,0
0.0,2278.85,4.293231619380716,0,0
0.5508057516434652,1486.02,2.9614297932210776,0,0
0.0,0.0,0.0,0,0
0.505218814565219,1101.97,7.567438976628853,0,0
